LEI_Code,NSA,Period,Item,Label,Amount,n_quarters
529900RWC8ZYB066JF16,MT,201606,1620121,(-) Amount exceding the 17.65% threshold,-8.292692209,3
529900RWC8ZYB066JF16,MT,201606,1620122,(-) Additional deductions of CET1 Capital due to Article 3 CRR,-33.56454448,3
529900RWC8ZYB066JF16,MT,201606,1620123,CET1 capital elements or deductions - other,0,3
529900RWC8ZYB066JF16,MT,201606,1620124,Transitional adjustments,-0.825592804,3
529900RWC8ZYB066JF16,MT,201606,1620125,Transitional adjustments due to grandfathered CET1 Capital instruments (+/-),0,3
529900RWC8ZYB066JF16,MT,201606,1620126,Transitional adjustments due to additional minority interests (+/-),0,3
529900RWC8ZYB066JF16,MT,201606,1620127,Other transitional adjustments to CET1 Capital (+/-),-0.825592804,3
529900RWC8ZYB066JF16,MT,201606,1620128,ADDITIONAL TIER 1 CAPITAL (net of deductions and after transitional adjustments),0,3
529900RWC8ZYB066JF16,MT,201606,1620129,Additional Tier 1 Capital instruments,0,3
529900RWC8ZYB066JF16,MT,201606,1620130,(-) Excess deduction from T2 items over T2 capital,0,3
529900RWC8ZYB066JF16,MT,201606,1620131,Other Additional Tier 1 Capital components and deductions,0,3
529900RWC8ZYB066JF16,MT,201606,1620132,Additional Tier 1 transitional adjustments,0,3
529900RWC8ZYB066JF16,MT,201606,1620133,TIER 1 CAPITAL (net of deductions and after transitional adjustments),553.26059419,3
529900RWC8ZYB066JF16,MT,201606,1620134,TIER 2 CAPITAL (net of deductions and after transitional adjustments),190.85609035,3
529900RWC8ZYB066JF16,MT,201606,1620135,Tier 2 Capital instruments,193.11418767,3
529900RWC8ZYB066JF16,MT,201606,1620136,Other Tier 2 Capital components and deductions,0,3
529900RWC8ZYB066JF16,MT,201606,1620137,Tier 2 transitional adjustments,-2.258097319,3
529900RWC8ZYB066JF16,MT,201606,1620138,TOTAL RISK EXPOSURE AMOUNT,4587.5797184,3
529900RWC8ZYB066JF16,MT,201606,1620139,TOTAL RISK EXPOSURE AMOUNT - Of which: Transitional adjustments included,0,3
529900RWC8ZYB066JF16,MT,201606,1620140,COMMON EQUITY TIER 1 CAPITAL RATIO (transitional period),0.1205996687,3
529900RWC8ZYB066JF16,MT,201606,1620141,TIER 1 CAPITAL RATIO (transitional period),0.1205996687,3
529900RWC8ZYB066JF16,MT,201606,1620142,TOTAL CAPITAL RATIO (transitional period),0.1622024532,3
529900RWC8ZYB066JF16,MT,201606,1620143,COMMON EQUITY TIER 1 CAPITAL (fully loaded),554.08618699,3
529900RWC8ZYB066JF16,MT,201606,1620146,COMMON EQUITY TIER 1 CAPITAL RATIO (fully loaded),0.1207796313,3
529900RWC8ZYB066JF16,MT,201606,1620201,Risk exposure amount for credit exposures,4160.130511,3
529900RWC8ZYB066JF16,MT,201606,1620202,Risk exposure amount for credit exposures - of which: for securitisation and re-securitisations in the banking book,0,3
529900RWC8ZYB066JF16,MT,201606,1620203,Risk exposure amount for credit exposures - of which: for contributions to the default fund of a CCP,0,3
529900RWC8ZYB066JF16,MT,201606,1620204,Risk exposure amount for credit exposures - of which: for Other credit risk,4160.130511,3
529900RWC8ZYB066JF16,MT,201606,1620205,"Risk exposure amount for position, foreign exchange and commodities (Market risk)",0.338,3
529900RWC8ZYB066JF16,MT,201606,1620206,Risk exposure amount for Market risk -   of which: Risk exposure amount for securitisation and re-securitisations in the trading book,0,3
529900RWC8ZYB066JF16,MT,201606,1620207,Risk exposure amount for Credit Valuation Adjustment,15.139332363,3
529900RWC8ZYB066JF16,MT,201606,1620208,Risk exposure amount for operational risk,411.971875,3
529900RWC8ZYB066JF16,MT,201606,1620209,Other risk exposure amounts,0,3
529900RWC8ZYB066JF16,MT,201606,1620210,Total Risk exposure amount,4587.5797184,3
529900RWC8ZYB066JF16,MT,201606,1620301,Interest income,158.567,3
529900RWC8ZYB066JF16,MT,201606,1620302,Interest income - Of which debt securities income,41.81730771,3
529900RWC8ZYB066JF16,MT,201606,1620303,Interest income - Of which loans and advances income,116.74969229,3
529900RWC8ZYB066JF16,MT,201606,1620304,Interest expenses,45.406,3
529900RWC8ZYB066JF16,MT,201606,1620305,Interest expenses - (Of which deposits expenses),24.03629432,3
529900RWC8ZYB066JF16,MT,201606,1620306,Interest expenses - (Of which debt securities issued expenses),9.7644,3
529900RWC8ZYB066JF16,MT,201606,1620307,Expenses on share capital repayable on demand,0,3
529900RWC8ZYB066JF16,MT,201606,1620308,Dividend income,1.091,3
529900RWC8ZYB066JF16,MT,201606,1620309,Net Fee and commission income,47.655,3
529900RWC8ZYB066JF16,MT,201606,1620310,Gains or (-) losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss_ and of non financial assets_ net,36.85163831,3
529900RWC8ZYB066JF16,MT,201606,1620311,Gains or (-) losses on financial assets and liabilities held for trading_ net,0,3
529900RWC8ZYB066JF16,MT,201606,1620312,Gains or (-) losses on financial assets and liabilities designated at fair value through profit or loss_ net,4.87931685,3
529900RWC8ZYB066JF16,MT,201606,1620313,Gains or (-) losses from hedge accounting_ net,-2.95595516,3
529900RWC8ZYB066JF16,MT,201606,1620314,Exchange differences [gain or (-) loss]_ net,15.045,3
529900RWC8ZYB066JF16,MT,201606,1620315,Net other operating income /(expenses),-0.21,3
529900RWC8ZYB066JF16,MT,201606,1620316,TOTAL OPERATING INCOME_ NET,215.517,3
529900RWC8ZYB066JF16,MT,201606,1620317,(Administrative expenses),82.26182306,3
529900RWC8ZYB066JF16,MT,201606,1620318,(Depreciation),6.06517694,3
529900RWC8ZYB066JF16,MT,201606,1620319,(Provisions or (-) reversal of provisions),0,3
529900RWC8ZYB066JF16,MT,201606,1620320,(Provisions or (-) reversal of provisions) - (Commitments and guarantees given),0,3
529900RWC8ZYB066JF16,MT,201606,1620321,(Provisions or (-) reversal of provisions) - (Other provisions),0,3
529900RWC8ZYB066JF16,MT,201606,1620324,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss),5.951,3
529900RWC8ZYB066JF16,MT,201606,1620325,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Loans and receivables),5.850025,3
529900RWC8ZYB066JF16,MT,201606,1620326,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Held to maturity investments_ AFS assets and financial assets measured at cost),0.100975,3
529900RWC8ZYB066JF16,MT,201606,1620327,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets),0,3
529900RWC8ZYB066JF16,MT,201606,1620328,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets) - (of which Goodwill),0,3
529900RWC8ZYB066JF16,MT,201606,1620329,Negative goodwill recognised in profit or loss,0,3
529900RWC8ZYB066JF16,MT,201606,1620330,Share of the profit or (-) loss of investments in subsidaries_ joint ventures and associates,0.539,3
529900RWC8ZYB066JF16,MT,201606,1620331,Profit or (-) loss from non-current assets and disposal groups classified as held for sale not qualifying as discontinued operations,0,3
529900RWC8ZYB066JF16,MT,201606,1620332,PROFIT OR (-) LOSS BEFORE TAX FROM CONTINUING OPERATIONS,121.778,3
529900RWC8ZYB066JF16,MT,201606,1620333,PROFIT OR (-) LOSS AFTER TAX FROM CONTINUING OPERATIONS,78.557,3
529900RWC8ZYB066JF16,MT,201606,1620334,Profit  or (-) loss after tax from discontinued operations,0,3
529900RWC8ZYB066JF16,MT,201606,1620335,PROFIT OR (-) LOSS FOR THE YEAR,78.557,3
529900RWC8ZYB066JF16,MT,201606,1620336,PROFIT OR (-) LOSS FOR THE YEAR - Of which attributable to owners of the parent,78.138,3
529900SXEWPJ1MRRX537,AT,201512,1620101,OWN FUNDS,2894.2335138,4
529900SXEWPJ1MRRX537,AT,201512,1620102,COMMON EQUITY TIER 1 CAPITAL (net of deductions and after applying transitional adjustments),1960.4129435,4
529900SXEWPJ1MRRX537,AT,201512,1620103,Capital instruments eligible as CET1 Capital (including share premium and net own capital instruments),488.8885604,4
529900SXEWPJ1MRRX537,AT,201512,1620104,Retained earnings,1392.6690408,4
529900SXEWPJ1MRRX537,AT,201512,1620105,Accumulated other comprehensive income,-344.7753117,4
529900SXEWPJ1MRRX537,AT,201512,1620106,Other Reserves,-24.43976257,4
529900SXEWPJ1MRRX537,AT,201512,1620107,Funds for general banking risk,0,4
529900SXEWPJ1MRRX537,AT,201512,1620108,Minority interest given recognition in CET1 capital,252.43290689,4
529900SXEWPJ1MRRX537,AT,201512,1620109,Adjustments to CET1 due to prudential filters,60.56399891,4
529900SXEWPJ1MRRX537,AT,201512,1620110,(-) Intangible assets (including Goodwill),-8.854087,4
529900SXEWPJ1MRRX537,AT,201512,1620111,(-) DTAs that rely on future profitability and do not arise from temporary differences net of associated DTLs,0,4
529900SXEWPJ1MRRX537,AT,201512,1620112,(-) IRB shortfall of credit risk adjustments to expected losses,0,4
529900SXEWPJ1MRRX537,AT,201512,1620113,(-) Defined benefit pension fund assets,0,4
529900SXEWPJ1MRRX537,AT,201512,1620114,(-) Reciprocal cross holdings in CET1 Capital,0,4
529900SXEWPJ1MRRX537,AT,201512,1620115,(-) Excess deduction from AT1 items over AT1 Capital,0,4
529900SXEWPJ1MRRX537,AT,201512,1620116,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight,0,4
529900SXEWPJ1MRRX537,AT,201512,1620117,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight - Of which: from securitisation positions (-),0,4
529900SXEWPJ1MRRX537,AT,201512,1620118,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution does not have a significant investment,0,4
529900SXEWPJ1MRRX537,AT,201512,1620119,(-) Deductible DTAs that rely on future profitability and arise from temporary differences,0,4
529900SXEWPJ1MRRX537,AT,201512,1620120,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution has a significant investment,0,4
529900SXEWPJ1MRRX537,AT,201512,1620121,(-) Amount exceding the 17.65% threshold,0,4
529900SXEWPJ1MRRX537,AT,201512,1620122,(-) Additional deductions of CET1 Capital due to Article 3 CRR,0,4
529900SXEWPJ1MRRX537,AT,201512,1620123,CET1 capital elements or deductions - other,0,4
529900SXEWPJ1MRRX537,AT,201512,1620124,Transitional adjustments,143.92759775,4
529900SXEWPJ1MRRX537,AT,201512,1620125,Transitional adjustments due to grandfathered CET1 Capital instruments (+/-),60.37311,4
529900SXEWPJ1MRRX537,AT,201512,1620126,Transitional adjustments due to additional minority interests (+/-),107.10517445,4
529900SXEWPJ1MRRX537,AT,201512,1620127,Other transitional adjustments to CET1 Capital (+/-),-23.5506867,4
529900SXEWPJ1MRRX537,AT,201512,1620128,ADDITIONAL TIER 1 CAPITAL (net of deductions and after transitional adjustments),172.03228928,4
529900SXEWPJ1MRRX537,AT,201512,1620129,Additional Tier 1 Capital instruments,36.48178123,4
529900SXEWPJ1MRRX537,AT,201512,1620130,(-) Excess deduction from T2 items over T2 capital,0,4
529900SXEWPJ1MRRX537,AT,201512,1620131,Other Additional Tier 1 Capital components and deductions,0,4
529900SXEWPJ1MRRX537,AT,201512,1620132,Additional Tier 1 transitional adjustments,135.55050805,4
529900SXEWPJ1MRRX537,AT,201512,1620133,TIER 1 CAPITAL (net of deductions and after transitional adjustments),2132.4452328,4
529900SXEWPJ1MRRX537,AT,201512,1620134,TIER 2 CAPITAL (net of deductions and after transitional adjustments),761.78828105,4
529900SXEWPJ1MRRX537,AT,201512,1620135,Tier 2 Capital instruments,405.28923219,4
529900SXEWPJ1MRRX537,AT,201512,1620136,Other Tier 2 Capital components and deductions,0,4
529900SXEWPJ1MRRX537,AT,201512,1620137,Tier 2 transitional adjustments,356.49904886,4
529900SXEWPJ1MRRX537,AT,201512,1620138,TOTAL RISK EXPOSURE AMOUNT,14262.255958,4
529900SXEWPJ1MRRX537,AT,201512,1620139,TOTAL RISK EXPOSURE AMOUNT - Of which: Transitional adjustments included,0,4
529900SXEWPJ1MRRX537,AT,201512,1620140,COMMON EQUITY TIER 1 CAPITAL RATIO (transitional period),0.1374546179,4
529900SXEWPJ1MRRX537,AT,201512,1620141,TIER 1 CAPITAL RATIO (transitional period),0.1495166851,4
529900SXEWPJ1MRRX537,AT,201512,1620142,TOTAL CAPITAL RATIO (transitional period),0.2029295732,4
529900SXEWPJ1MRRX537,AT,201512,1620143,COMMON EQUITY TIER 1 CAPITAL (fully loaded),1816.4853457,4
529900SXEWPJ1MRRX537,AT,201512,1620146,COMMON EQUITY TIER 1 CAPITAL RATIO (fully loaded),0.127363115,4
529900SXEWPJ1MRRX537,AT,201512,1620201,Risk exposure amount for credit exposures,12893.015463,4
529900SXEWPJ1MRRX537,AT,201512,1620202,Risk exposure amount for credit exposures - of which: for securitisation and re-securitisations in the banking book,0,4
529900SXEWPJ1MRRX537,AT,201512,1620203,Risk exposure amount for credit exposures - of which: for contributions to the default fund of a CCP,0,4
529900SXEWPJ1MRRX537,AT,201512,1620204,Risk exposure amount for credit exposures - of which: for Other credit risk,12893.015463,4
529900SXEWPJ1MRRX537,AT,201512,1620205,"Risk exposure amount for position, foreign exchange and commodities (Market risk)",380.90239413,4
529900SXEWPJ1MRRX537,AT,201512,1620206,Risk exposure amount for Market risk -   of which: Risk exposure amount for securitisation and re-securitisations in the trading book,0,4
529900SXEWPJ1MRRX537,AT,201512,1620207,Risk exposure amount for Credit Valuation Adjustment,171.38882675,4
529900SXEWPJ1MRRX537,AT,201512,1620208,Risk exposure amount for operational risk,816.94927463,4
529900SXEWPJ1MRRX537,AT,201512,1620209,Other risk exposure amounts,0,4
529900SXEWPJ1MRRX537,AT,201512,1620210,Total Risk exposure amount,14262.255958,4
529900SXEWPJ1MRRX537,AT,201512,1620301,Interest income,472.62814023,4
529900SXEWPJ1MRRX537,AT,201512,1620302,Interest income - Of which debt securities income,89.79050294,4
529900SXEWPJ1MRRX537,AT,201512,1620303,Interest income - Of which loans and advances income,284.6783895,4
529900SXEWPJ1MRRX537,AT,201512,1620304,Interest expenses,328.25207151,4
529900SXEWPJ1MRRX537,AT,201512,1620305,Interest expenses - (Of which deposits expenses),69.679307,4
529900SXEWPJ1MRRX537,AT,201512,1620306,Interest expenses - (Of which debt securities issued expenses),191.75857361,4
529900SXEWPJ1MRRX537,AT,201512,1620307,Expenses on share capital repayable on demand,0,4
529900SXEWPJ1MRRX537,AT,201512,1620308,Dividend income,4.82677988,4
529900SXEWPJ1MRRX537,AT,201512,1620309,Net Fee and commission income,66.32939053,4
529900SXEWPJ1MRRX537,AT,201512,1620310,Gains or (-) losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss_ and of non financial assets_ net,63.43787018,4
529900SXEWPJ1MRRX537,AT,201512,1620311,Gains or (-) losses on financial assets and liabilities held for trading_ net,0.34224536,4
529900SXEWPJ1MRRX537,AT,201512,1620312,Gains or (-) losses on financial assets and liabilities designated at fair value through profit or loss_ net,-1.79622584,4
529900SXEWPJ1MRRX537,AT,201512,1620313,Gains or (-) losses from hedge accounting_ net,-3.43203049,4
529900SXEWPJ1MRRX537,AT,201512,1620314,Exchange differences [gain or (-) loss]_ net,9.53405878,4
529900SXEWPJ1MRRX537,AT,201512,1620315,Net other operating income /(expenses),-40.9295862,4
529900SXEWPJ1MRRX537,AT,201512,1620316,TOTAL OPERATING INCOME_ NET,242.68857092,4
529900SXEWPJ1MRRX537,AT,201512,1620317,(Administrative expenses),220.64969511,4
529900SXEWPJ1MRRX537,AT,201512,1620318,(Depreciation),11.19997839,4
529900SXEWPJ1MRRX537,AT,201512,1620319,(Provisions or (-) reversal of provisions),-10.58884272,4
529900SXEWPJ1MRRX537,AT,201512,1620320,(Provisions or (-) reversal of provisions) - (Commitments and guarantees given),-3.11311229,4
529900SXEWPJ1MRRX537,AT,201512,1620321,(Provisions or (-) reversal of provisions) - (Other provisions),-7.47573043,4
529900SXEWPJ1MRRX537,AT,201512,1620322,(Other provisions) - Of which pending legal issues and tax litigation,-1.03921241,4
529900SXEWPJ1MRRX537,AT,201512,1620323,(Other provisions) - Of which restructuring,-0.22849274,4
529900SXEWPJ1MRRX537,AT,201512,1620324,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss),9.61585389,4
529900SXEWPJ1MRRX537,AT,201512,1620325,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Loans and receivables),1.09233236,4
529900SXEWPJ1MRRX537,AT,201512,1620326,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Held to maturity investments_ AFS assets and financial assets measured at cost),8.52352153,4
529900SXEWPJ1MRRX537,AT,201512,1620327,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets),150.5992954,4
529900SXEWPJ1MRRX537,AT,201512,1620328,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets) - (of which Goodwill),0,4
529900SXEWPJ1MRRX537,AT,201512,1620329,Negative goodwill recognised in profit or loss,0,4
529900SXEWPJ1MRRX537,AT,201512,1620330,Share of the profit or (-) loss of investments in subsidaries_ joint ventures and associates,136.84068152,4
529900SXEWPJ1MRRX537,AT,201512,1620331,Profit or (-) loss from non-current assets and disposal groups classified as held for sale not qualifying as discontinued operations,0,4
529900SXEWPJ1MRRX537,AT,201512,1620332,PROFIT OR (-) LOSS BEFORE TAX FROM CONTINUING OPERATIONS,-1.94672763,4
529900SXEWPJ1MRRX537,AT,201512,1620333,PROFIT OR (-) LOSS AFTER TAX FROM CONTINUING OPERATIONS,-0.12855085,4
529900SXEWPJ1MRRX537,AT,201512,1620334,Profit  or (-) loss after tax from discontinued operations,0,4
529900SXEWPJ1MRRX537,AT,201512,1620335,PROFIT OR (-) LOSS FOR THE YEAR,-0.12855085,4
529900SXEWPJ1MRRX537,AT,201512,1620336,PROFIT OR (-) LOSS FOR THE YEAR - Of which attributable to owners of the parent,-16.08424234,4
529900SXEWPJ1MRRX537,AT,201606,1620101,OWN FUNDS,2766.798051,2
529900SXEWPJ1MRRX537,AT,201606,1620102,COMMON EQUITY TIER 1 CAPITAL (net of deductions and after applying transitional adjustments),1768.605075,2
529900SXEWPJ1MRRX537,AT,201606,1620103,Capital instruments eligible as CET1 Capital (including share premium and net own capital instruments),489.14239623,2
529900SXEWPJ1MRRX537,AT,201606,1620104,Retained earnings,1288.5865239,2
529900SXEWPJ1MRRX537,AT,201606,1620105,Accumulated other comprehensive income,-301.9657049,2
529900SXEWPJ1MRRX537,AT,201606,1620106,Other Reserves,-39.77401943,2
529900SXEWPJ1MRRX537,AT,201606,1620107,Funds for general banking risk,0,2
529900SXEWPJ1MRRX537,AT,201606,1620108,Minority interest given recognition in CET1 capital,239.31367216,2
529900SXEWPJ1MRRX537,AT,201606,1620109,Adjustments to CET1 due to prudential filters,57.54976168,2
529900SXEWPJ1MRRX537,AT,201606,1620110,(-) Intangible assets (including Goodwill),-7.8616238,2
529900SXEWPJ1MRRX537,AT,201606,1620111,(-) DTAs that rely on future profitability and do not arise from temporary differences net of associated DTLs,0,2
529900SXEWPJ1MRRX537,AT,201606,1620112,(-) IRB shortfall of credit risk adjustments to expected losses,0,2
529900SXEWPJ1MRRX537,AT,201606,1620113,(-) Defined benefit pension fund assets,0,2
529900SXEWPJ1MRRX537,AT,201606,1620114,(-) Reciprocal cross holdings in CET1 Capital,0,2
529900SXEWPJ1MRRX537,AT,201606,1620115,(-) Excess deduction from AT1 items over AT1 Capital,0,2
529900SXEWPJ1MRRX537,AT,201606,1620116,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight,0,2
529900SXEWPJ1MRRX537,AT,201606,1620117,(-) Deductions related to assets which can alternatively be subject to a 1.250% risk weight - Of which: from securitisation positions (-),0,2
529900SXEWPJ1MRRX537,AT,201606,1620118,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution does not have a significant investment,0,2
529900SXEWPJ1MRRX537,AT,201606,1620119,(-) Deductible DTAs that rely on future profitability and arise from temporary differences,0,2
529900SXEWPJ1MRRX537,AT,201606,1620120,(-) Holdings of CET1 capital instruments of financial sector entities where the institiution has a significant investment,0,2
529900SXEWPJ1MRRX537,AT,201606,1620121,(-) Amount exceding the 17.65% threshold,0,2
529900SXEWPJ1MRRX537,AT,201606,1620122,(-) Additional deductions of CET1 Capital due to Article 3 CRR,0,2
529900SXEWPJ1MRRX537,AT,201606,1620123,CET1 capital elements or deductions - other,0,2
529900SXEWPJ1MRRX537,AT,201606,1620124,Transitional adjustments,43.61406916,2
529900SXEWPJ1MRRX537,AT,201606,1620125,Transitional adjustments due to grandfathered CET1 Capital instruments (+/-),0.74838,2
529900SXEWPJ1MRRX537,AT,201606,1620126,Transitional adjustments due to additional minority interests (+/-),69.80844366,2
529900SXEWPJ1MRRX537,AT,201606,1620127,Other transitional adjustments to CET1 Capital (+/-),-26.9427545,2
529900SXEWPJ1MRRX537,AT,201606,1620128,ADDITIONAL TIER 1 CAPITAL (net of deductions and after transitional adjustments),157.52405898,2
529900SXEWPJ1MRRX537,AT,201606,1620129,Additional Tier 1 Capital instruments,35.27828228,2
529900SXEWPJ1MRRX537,AT,201606,1620130,(-) Excess deduction from T2 items over T2 capital,0,2
529900SXEWPJ1MRRX537,AT,201606,1620131,Other Additional Tier 1 Capital components and deductions,0,2
529900SXEWPJ1MRRX537,AT,201606,1620132,Additional Tier 1 transitional adjustments,122.2457767,2
529900SXEWPJ1MRRX537,AT,201606,1620133,TIER 1 CAPITAL (net of deductions and after transitional adjustments),1926.129134,2
529900SXEWPJ1MRRX537,AT,201606,1620134,TIER 2 CAPITAL (net of deductions and after transitional adjustments),840.66891703,2
529900SXEWPJ1MRRX537,AT,201606,1620135,Tier 2 Capital instruments,595.15204042,2
529900SXEWPJ1MRRX537,AT,201606,1620136,Other Tier 2 Capital components and deductions,0,2
529900SXEWPJ1MRRX537,AT,201606,1620137,Tier 2 transitional adjustments,245.51687661,2
529900SXEWPJ1MRRX537,AT,201606,1620138,TOTAL RISK EXPOSURE AMOUNT,13598.837953,2
529900SXEWPJ1MRRX537,AT,201606,1620139,TOTAL RISK EXPOSURE AMOUNT - Of which: Transitional adjustments included,0,2
529900SXEWPJ1MRRX537,AT,201606,1620140,COMMON EQUITY TIER 1 CAPITAL RATIO (transitional period),0.1300556034,2
529900SXEWPJ1MRRX537,AT,201606,1620141,TIER 1 CAPITAL RATIO (transitional period),0.1416392445,2
529900SXEWPJ1MRRX537,AT,201606,1620142,TOTAL CAPITAL RATIO (transitional period),0.2034584176,2
529900SXEWPJ1MRRX537,AT,201606,1620143,COMMON EQUITY TIER 1 CAPITAL (fully loaded),1724.9910058,2
529900SXEWPJ1MRRX537,AT,201606,1620146,COMMON EQUITY TIER 1 CAPITAL RATIO (fully loaded),0.1268484125,2
529900SXEWPJ1MRRX537,AT,201606,1620201,Risk exposure amount for credit exposures,12279.48335,2
529900SXEWPJ1MRRX537,AT,201606,1620202,Risk exposure amount for credit exposures - of which: for securitisation and re-securitisations in the banking book,0,2
529900SXEWPJ1MRRX537,AT,201606,1620203,Risk exposure amount for credit exposures - of which: for contributions to the default fund of a CCP,0,2
529900SXEWPJ1MRRX537,AT,201606,1620204,Risk exposure amount for credit exposures - of which: for Other credit risk,12279.48335,2
529900SXEWPJ1MRRX537,AT,201606,1620205,"Risk exposure amount for position, foreign exchange and commodities (Market risk)",330.77505925,2
529900SXEWPJ1MRRX537,AT,201606,1620206,Risk exposure amount for Market risk -   of which: Risk exposure amount for securitisation and re-securitisations in the trading book,0,2
529900SXEWPJ1MRRX537,AT,201606,1620207,Risk exposure amount for Credit Valuation Adjustment,171.63026925,2
529900SXEWPJ1MRRX537,AT,201606,1620208,Risk exposure amount for operational risk,816.94927463,2
529900SXEWPJ1MRRX537,AT,201606,1620209,Other risk exposure amounts,0,2
529900SXEWPJ1MRRX537,AT,201606,1620210,Total Risk exposure amount,13598.837953,2
529900SXEWPJ1MRRX537,AT,201606,1620301,Interest income,207.0159225,2
529900SXEWPJ1MRRX537,AT,201606,1620302,Interest income - Of which debt securities income,39.66654641,2
529900SXEWPJ1MRRX537,AT,201606,1620303,Interest income - Of which loans and advances income,126.45988061,2
529900SXEWPJ1MRRX537,AT,201606,1620304,Interest expenses,140.13291163,2
529900SXEWPJ1MRRX537,AT,201606,1620305,Interest expenses - (Of which deposits expenses),32.17947105,2
529900SXEWPJ1MRRX537,AT,201606,1620306,Interest expenses - (Of which debt securities issued expenses),88.42092875,2
529900SXEWPJ1MRRX537,AT,201606,1620307,Expenses on share capital repayable on demand,0,2
529900SXEWPJ1MRRX537,AT,201606,1620308,Dividend income,9.15929394,2
529900SXEWPJ1MRRX537,AT,201606,1620309,Net Fee and commission income,29.91039014,2
529900SXEWPJ1MRRX537,AT,201606,1620310,Gains or (-) losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss_ and of non financial assets_ net,14.84306153,2
529900SXEWPJ1MRRX537,AT,201606,1620311,Gains or (-) losses on financial assets and liabilities held for trading_ net,-14.30153088,2
529900SXEWPJ1MRRX537,AT,201606,1620312,Gains or (-) losses on financial assets and liabilities designated at fair value through profit or loss_ net,-3.29151802,2
529900SXEWPJ1MRRX537,AT,201606,1620313,Gains or (-) losses from hedge accounting_ net,0.82920125,2
529900SXEWPJ1MRRX537,AT,201606,1620314,Exchange differences [gain or (-) loss]_ net,2.42794997,2
529900SXEWPJ1MRRX537,AT,201606,1620315,Net other operating income /(expenses),-13.78717139,2
529900SXEWPJ1MRRX537,AT,201606,1620316,TOTAL OPERATING INCOME_ NET,92.67268741,2
529900SXEWPJ1MRRX537,AT,201606,1620317,(Administrative expenses),110.96144984,2
529900SXEWPJ1MRRX537,AT,201606,1620318,(Depreciation),5.55503594,2
529900SXEWPJ1MRRX537,AT,201606,1620319,(Provisions or (-) reversal of provisions),-7.0556432,2
529900SXEWPJ1MRRX537,AT,201606,1620320,(Provisions or (-) reversal of provisions) - (Commitments and guarantees given),-5.05771822,2
529900SXEWPJ1MRRX537,AT,201606,1620321,(Provisions or (-) reversal of provisions) - (Other provisions),-1.99792498,2
529900SXEWPJ1MRRX537,AT,201606,1620324,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss),11.98322388,2
529900SXEWPJ1MRRX537,AT,201606,1620325,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Loans and receivables),-3.61582292,2
529900SXEWPJ1MRRX537,AT,201606,1620326,(Impairment or (-) reversal of impairment on financial assets not measured at fair value through profit or loss) - (Held to maturity investments_ AFS assets and financial assets measured at cost),15.5990468,2
529900SXEWPJ1MRRX537,AT,201606,1620327,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets),100,2
529900SXEWPJ1MRRX537,AT,201606,1620328,(Impairment or (-) reversal of impairment of investments in subsidaries_ joint ventures and associates and on non-financial assets) - (of which Goodwill),0,2
529900SXEWPJ1MRRX537,AT,201606,1620329,Negative goodwill recognised in profit or loss,0,2
529900SXEWPJ1MRRX537,AT,201606,1620330,Share of the profit or (-) loss of investments in subsidaries_ joint ventures and associates,14.94794335,2
529900SXEWPJ1MRRX537,AT,201606,1620331,Profit or (-) loss from non-current assets and disposal groups classified as held for sale not qualifying as discontinued operations,0,2
529900SXEWPJ1MRRX537,AT,201606,1620332,PROFIT OR (-) LOSS BEFORE TAX FROM CONTINUING OPERATIONS,-113.8234357,2
529900SXEWPJ1MRRX537,AT,201606,1620333,PROFIT OR (-) LOSS AFTER TAX FROM CONTINUING OPERATIONS,-115.0019937,2
529900SXEWPJ1MRRX537,AT,201606,1620334,Profit  or (-) loss after tax from discontinued operations,0,2
529900SXEWPJ1MRRX537,AT,201606,1620335,PROFIT OR (-) LOSS FOR THE YEAR,-115.0019937,2
529900SXEWPJ1MRRX537,AT,201606,1620336,PROFIT OR (-) LOSS FOR THE YEAR - Of which attributable to owners of the parent,-99.84619948,2
